Pattern,Purchaser_PGVCL,Purchaser_UGVCL,DSMGEN_PGVCL,DSMGEN_UGVCL
"M10,D29,H2",1724.25,1453.125,875.75,646.875
"M10,D29,H3",1647.625,1453.125,952.375,646.875
"M10,D29,H4",1647.625,1453.125,952.375,646.875
"M10,D29,H5",1401.75,1225,1198.25,875
"M10,D29,H6",1503.25,1231.25,1096.75,868.75
"M10,D29,H7",1400.875,1329.375,1199.125,770.625
"M10,D29,H8",1400.875,1281.25,1199.125,818.75
"M10,D29,H9",1032,1401.25,1568,698.75
"M10,D29,H10",776,1077.5,1824,1022.5
"M10,D29,H11",1056.25,1077.5,1543.75,1022.5
"M10,D29,H12",1064.75,1115,1535.25,985
"M10,D29,H13",825.625,1253.75,1774.375,846.25
"M10,D29,H14",692.75,1196.875,1907.25,903.125
"M10,D29,H15",662.875,975.375,1937.125,1124.625
"M10,D29,H16",662.875,952.875,1937.125,1147.125
"M10,D29,H17",558,991,2042,1109
"M10,D29,H18",558,976.625,2042,1123.375
"M10,D29,H19",286.125,976.625,2313.875,1123.375
"M10,D29,H20",345.875,939.125,2254.125,1160.875
"M10,D29,H21",830.875,1028.5,1769.125,1071.5
"M10,D29,H22",862.25,1079.125,1737.75,1020.875
"M10,D29,H23",994.5,1202.5,1605.5,897.5
"M10,D29,H24",994.5,1273.125,1605.5,826.875
"M10,D30,H1",1468.25,1475,1131.75,625
"M10,D30,H2",1724.25,1453.125,875.75,646.875
"M10,D30,H3",1647.625,1453.125,952.375,646.875
"M10,D30,H4",1647.625,1453.125,952.375,646.875
"M10,D30,H5",1401.75,1225,1198.25,875
"M10,D30,H6",1503.25,1231.25,1096.75,868.75
"M10,D30,H7",1400.875,1329.375,1199.125,770.625
"M10,D30,H8",1400.875,1281.25,1199.125,818.75
"M10,D30,H9",1032,1401.25,1568,698.75
"M10,D30,H10",776,1077.5,1824,1022.5
"M10,D30,H11",1056.25,1077.5,1543.75,1022.5
"M10,D30,H12",1064.75,1115,1535.25,985
"M10,D30,H13",825.625,1253.75,1774.375,846.25
"M10,D30,H14",692.75,1196.875,1907.25,903.125
"M10,D30,H15",662.875,975.375,1937.125,1124.625
"M10,D30,H16",662.875,952.875,1937.125,1147.125
"M10,D30,H17",558,991,2042,1109
"M10,D30,H18",558,976.625,2042,1123.375
"M10,D30,H19",286.125,976.625,2313.875,1123.375
"M10,D30,H20",345.875,939.125,2254.125,1160.875
"M10,D30,H21",830.875,1028.5,1769.125,1071.5
"M10,D30,H22",862.25,1079.125,1737.75,1020.875
"M10,D30,H23",994.5,1202.5,1605.5,897.5
"M10,D30,H24",994.5,1273.125,1605.5,826.875
"M10,D31,H1",1468.25,1475,1131.75,625
"M10,D31,H2",1724.25,1453.125,875.75,646.875
"M10,D31,H3",1647.625,1453.125,952.375,646.875
"M10,D31,H4",1647.625,1453.125,952.375,646.875
"M10,D31,H5",1401.75,1225,1198.25,875
"M10,D31,H6",1503.25,1231.25,1096.75,868.75
"M10,D31,H7",1400.875,1329.375,1199.125,770.625
"M10,D31,H8",1400.875,1281.25,1199.125,818.75
"M10,D31,H9",1032,1401.25,1568,698.75
"M10,D31,H10",776,1077.5,1824,1022.5
"M10,D31,H11",1056.25,1077.5,1543.75,1022.5
"M10,D31,H12",1064.75,1115,1535.25,985
"M10,D31,H13",825.625,1253.75,1774.375,846.25
"M10,D31,H14",692.75,1196.875,1907.25,903.125
"M10,D31,H15",662.875,975.375,1937.125,1124.625
"M10,D31,H16",662.875,952.875,1937.125,1147.125
"M10,D31,H17",558,991,2042,1109
"M10,D31,H18",558,976.625,2042,1123.375
"M10,D31,H19",286.125,976.625,2313.875,1123.375
"M10,D31,H20",345.875,939.125,2254.125,1160.875
"M10,D31,H21",830.875,1028.5,1769.125,1071.5
"M10,D31,H22",862.25,1079.125,1737.75,1020.875
"M10,D31,H23",994.5,1202.5,1605.5,897.5
"M10,D31,H24",994.5,1273.125,1605.5,826.875
"M11,D1,H1",1620.5,1542.5,979.5,557.5
"M11,D1,H2",1889,1522.5,711,577.5
"M11,D1,H3",1798,1522.5,802,577.5
"M11,D1,H4",1798,1522.5,802,577.5
"M11,D1,H5",1514.5,1245,1085.5,855
"M11,D1,H6",1641,1247.5,959,852.5
"M11,D1,H7",1509.5,1360,1090.5,740
"M11,D1,H8",1509.5,1290,1090.5,810
"M11,D1,H9",1126,1417.5,1474,682.5
"M11,D1,H10",857.5,1115,1742.5,985
"M11,D1,H11",1187.5,1115,1412.5,985
"M11,D1,H12",1187.5,1157.5,1412.5,942.5
"M11,D1,H13",871.5,1310,1728.5,790
"M11,D1,H14",718.5,1250,1881.5,850
"M11,D1,H15",685,990.5,1915,1109.5
"M11,D1,H16",685,973,1915,1127
"M11,D1,H17",555.5,1015.5,2044.5,1084.5
"M11,D1,H18",555.5,995.5,2044.5,1104.5
"M11,D1,H19",225.5,995.5,2374.5,1104.5
"M11,D1,H20",316.5,953,2283.5,1147
"M11,D1,H21",916,1078,1684,1022
"M11,D1,H22",942.5,1135.5,1657.5,964.5
"M11,D1,H23",1107.5,1282.5,1492.5,817.5
"M11,D1,H24",1107.5,1370,1492.5,730
"M11,D2,H1",1620.5,1542.5,979.5,557.5
"M11,D2,H2",1889,1522.5,711,577.5
"M11,D2,H3",1798,1522.5,802,577.5
"M11,D2,H4",1798,1522.5,802,577.5
"M11,D2,H5",1514.5,1245,1085.5,855
"M11,D2,H6",1641,1247.5,959,852.5
"M11,D2,H7",1509.5,1360,1090.5,740
"M11,D2,H8",1509.5,1290,1090.5,810
"M11,D2,H9",1126,1417.5,1474,682.5
"M11,D2,H10",857.5,1115,1742.5,985
"M11,D2,H11",1187.5,1115,1412.5,985
"M11,D2,H12",1187.5,1157.5,1412.5,942.5
"M11,D2,H13",871.5,1310,1728.5,790
"M11,D2,H14",718.5,1250,1881.5,850
"M11,D2,H15",685,990.5,1915,1109.5
"M11,D2,H16",685,973,1915,1127
"M11,D2,H17",555.5,1015.5,2044.5,1084.5
"M11,D2,H18",555.5,995.5,2044.5,1104.5
"M11,D2,H19",225.5,995.5,2374.5,1104.5
"M11,D2,H20",316.5,953,2283.5,1147
"M11,D2,H21",916,1078,1684,1022
"M11,D2,H22",942.5,1135.5,1657.5,964.5
"M11,D2,H23",1107.5,1282.5,1492.5,817.5
"M11,D2,H24",1107.5,1370,1492.5,730
"M11,D3,H1",1620.5,1542.5,979.5,557.5
"M11,D3,H2",1889,1522.5,711,577.5
"M11,D3,H3",1798,1522.5,802,577.5
"M11,D3,H4",1798,1522.5,802,577.5
"M11,D3,H5",1514.5,1245,1085.5,855
"M11,D3,H6",1641,1247.5,959,852.5
"M11,D3,H7",1509.5,1360,1090.5,740
"M11,D3,H8",1509.5,1290,1090.5,810
"M11,D3,H9",1126,1417.5,1474,682.5
"M11,D3,H10",857.5,1115,1742.5,985
"M11,D3,H11",1187.5,1115,1412.5,985
"M11,D3,H12",1187.5,1157.5,1412.5,942.5
"M11,D3,H13",871.5,1310,1728.5,790
"M11,D3,H14",718.5,1250,1881.5,850
"M11,D3,H15",685,990.5,1915,1109.5
"M11,D3,H16",685,973,1915,1127
"M11,D3,H17",555.5,1015.5,2044.5,1084.5
"M11,D3,H18",555.5,995.5,2044.5,1104.5
"M11,D3,H19",225.5,995.5,2374.5,1104.5
"M11,D3,H20",316.5,953,2283.5,1147
"M11,D3,H21",916,1078,1684,1022
"M11,D3,H22",942.5,1135.5,1657.5,964.5
"M11,D3,H23",1107.5,1282.5,1492.5,817.5
"M11,D3,H24",1107.5,1370,1492.5,730
"M11,D4,H1",1620.5,1542.5,979.5,557.5
"M11,D4,H2",1889,1522.5,711,577.5
"M11,D4,H3",1798,1522.5,802,577.5
"M11,D4,H4",1798,1522.5,802,577.5
"M11,D4,H5",1514.5,1245,1085.5,855
"M11,D4,H6",1641,1247.5,959,852.5
"M11,D4,H7",1509.5,1360,1090.5,740
"M11,D4,H8",1509.5,1290,1090.5,810
"M11,D4,H9",1126,1417.5,1474,682.5
"M11,D4,H10",857.5,1115,1742.5,985
"M11,D4,H11",1187.5,1115,1412.5,985
"M11,D4,H12",1187.5,1157.5,1412.5,942.5
"M11,D4,H13",871.5,1310,1728.5,790
"M11,D4,H14",718.5,1250,1881.5,850
"M11,D4,H15",685,990.5,1915,1109.5
"M11,D4,H16",685,973,1915,1127
"M11,D4,H17",555.5,1015.5,2044.5,1084.5
"M11,D4,H18",555.5,995.5,2044.5,1104.5
"M11,D4,H19",225.5,995.5,2374.5,1104.5
"M11,D4,H20",316.5,953,2283.5,1147
"M11,D4,H21",916,1078,1684,1022
"M11,D4,H22",942.5,1135.5,1657.5,964.5
"M11,D4,H23",1107.5,1282.5,1492.5,817.5
"M11,D4,H24",1107.5,1370,1492.5,730
"M11,D5,H1",1620.5,1542.5,979.5,557.5
"M11,D5,H2",1889,1522.5,711,577.5
"M11,D5,H3",1798,1522.5,802,577.5
"M11,D5,H4",1798,1522.5,802,577.5
"M11,D5,H5",1514.5,1245,1085.5,855
"M11,D5,H6",1641,1247.5,959,852.5
"M11,D5,H7",1509.5,1360,1090.5,740
"M11,D5,H8",1509.5,1290,1090.5,810
"M11,D5,H9",1126,1417.5,1474,682.5
"M11,D5,H10",857.5,1115,1742.5,985
"M11,D5,H11",1187.5,1115,1412.5,985
"M11,D5,H12",1187.5,1157.5,1412.5,942.5
"M11,D5,H13",871.5,1310,1728.5,790
"M11,D5,H14",718.5,1250,1881.5,850
"M11,D5,H15",685,990.5,1915,1109.5
"M11,D5,H16",685,973,1915,1127
"M11,D5,H17",555.5,1015.5,2044.5,1084.5
"M11,D5,H18",555.5,995.5,2044.5,1104.5
"M11,D5,H19",225.5,995.5,2374.5,1104.5
"M11,D5,H20",316.5,953,2283.5,1147
"M11,D5,H21",916,1078,1684,1022
"M11,D5,H22",942.5,1135.5,1657.5,964.5
"M11,D5,H23",1107.5,1282.5,1492.5,817.5
"M11,D5,H24",1107.5,1370,1492.5,730
"M11,D6,H1",1620.5,1542.5,979.5,557.5
"M11,D6,H2",1889,1522.5,711,577.5
"M11,D6,H3",1798,1522.5,802,577.5
"M11,D6,H4",1798,1522.5,802,577.5
"M11,D6,H5",1514.5,1245,1085.5,855
"M11,D6,H6",1641,1247.5,959,852.5
"M11,D6,H7",1509.5,1360,1090.5,740
"M11,D6,H8",1509.5,1290,1090.5,810
"M11,D6,H9",1126,1417.5,1474,682.5
"M11,D6,H10",857.5,1115,1742.5,985
"M11,D6,H11",1187.5,1115,1412.5,985
"M11,D6,H12",1187.5,1157.5,1412.5,942.5
"M11,D6,H13",871.5,1310,1728.5,790
"M11,D6,H14",718.5,1250,1881.5,850
"M11,D6,H15",685,990.5,1915,1109.5
"M11,D6,H16",685,973,1915,1127
"M11,D6,H17",555.5,1015.5,2044.5,1084.5
"M11,D6,H18",555.5,995.5,2044.5,1104.5
"M11,D6,H19",225.5,995.5,2374.5,1104.5
"M11,D6,H20",316.5,953,2283.5,1147
"M11,D6,H21",916,1078,1684,1022
"M11,D6,H22",942.5,1135.5,1657.5,964.5
"M11,D6,H23",1107.5,1282.5,1492.5,817.5
"M11,D6,H24",1107.5,1370,1492.5,730
"M11,D7,H1",1620.5,1542.5,979.5,557.5
"M11,D7,H2",1889,1522.5,711,577.5
"M11,D7,H3",1798,1522.5,802,577.5
"M11,D7,H4",1798,1522.5,802,577.5
"M11,D7,H5",1514.5,1245,1085.5,855
"M11,D7,H6",1641,1247.5,959,852.5
"M11,D7,H7",1509.5,1360,1090.5,740
"M11,D7,H8",1509.5,1290,1090.5,810
"M11,D7,H9",1126,1417.5,1474,682.5
"M11,D7,H10",857.5,1115,1742.5,985
"M11,D7,H11",1187.5,1115,1412.5,985
"M11,D7,H12",1187.5,1157.5,1412.5,942.5
"M11,D7,H13",871.5,1310,1728.5,790
"M11,D7,H14",718.5,1250,1881.5,850
"M11,D7,H15",685,990.5,1915,1109.5
"M11,D7,H16",685,973,1915,1127
"M11,D7,H17",555.5,1015.5,2044.5,1084.5
"M11,D7,H18",555.5,995.5,2044.5,1104.5
"M11,D7,H19",225.5,995.5,2374.5,1104.5
"M11,D7,H20",316.5,953,2283.5,1147
"M11,D7,H21",916,1078,1684,1022
"M11,D7,H22",942.5,1135.5,1657.5,964.5
"M11,D7,H23",1107.5,1282.5,1492.5,817.5
"M11,D7,H24",1107.5,1370,1492.5,730
"M11,D8,H1",1620.5,1542.5,979.5,557.5
"M11,D8,H2",1889,1522.5,711,577.5
"M11,D8,H3",1798,1522.5,802,577.5
"M11,D8,H4",1798,1522.5,802,577.5
"M11,D8,H5",1514.5,1245,1085.5,855
"M11,D8,H6",1641,1247.5,959,852.5
"M11,D8,H7",1509.5,1360,1090.5,740
"M11,D8,H8",1509.5,1290,1090.5,810
"M11,D8,H9",1126,1417.5,1474,682.5
"M11,D8,H10",857.5,1115,1742.5,985
"M11,D8,H11",1187.5,1115,1412.5,985
"M11,D8,H12",1187.5,1157.5,1412.5,942.5
"M11,D8,H13",871.5,1310,1728.5,790
"M11,D8,H14",718.5,1250,1881.5,850
"M11,D8,H15",685,990.5,1915,1109.5
"M11,D8,H16",685,973,1915,1127
"M11,D8,H17",555.5,1015.5,2044.5,1084.5
"M11,D8,H18",555.5,995.5,2044.5,1104.5
"M11,D8,H19",225.5,995.5,2374.5,1104.5
"M11,D8,H20",316.5,953,2283.5,1147
"M11,D8,H21",916,1078,1684,1022
"M11,D8,H22",942.5,1135.5,1657.5,964.5
"M11,D8,H23",1107.5,1282.5,1492.5,817.5
"M11,D8,H24",1107.5,1370,1492.5,730
"M11,D9,H1",1620.5,1542.5,979.5,557.5
"M11,D9,H2",1889,1522.5,711,577.5
"M11,D9,H3",1798,1522.5,802,577.5
"M11,D9,H4",1798,1522.5,802,577.5
"M11,D9,H5",1514.5,1245,1085.5,855
"M11,D9,H6",1641,1247.5,959,852.5
"M11,D9,H7",1509.5,1360,1090.5,740
"M11,D9,H8",1509.5,1290,1090.5,810
"M11,D9,H9",1126,1417.5,1474,682.5
"M11,D9,H10",857.5,1115,1742.5,985
"M11,D9,H11",1187.5,1115,1412.5,985
"M11,D9,H12",1187.5,1157.5,1412.5,942.5
"M11,D9,H13",871.5,1310,1728.5,790
"M11,D9,H14",718.5,1250,1881.5,850
"M11,D9,H15",685,990.5,1915,1109.5
"M11,D9,H16",685,973,1915,1127
"M11,D9,H17",555.5,1015.5,2044.5,1084.5
"M11,D9,H18",555.5,995.5,2044.5,1104.5
"M11,D9,H19",225.5,995.5,2374.5,1104.5
"M11,D9,H20",316.5,953,2283.5,1147
"M11,D9,H21",916,1078,1684,1022
"M11,D9,H22",942.5,1135.5,1657.5,964.5
"M11,D9,H23",1107.5,1282.5,1492.5,817.5
"M11,D9,H24",1107.5,1370,1492.5,730
"M11,D10,H1",1620.5,1542.5,979.5,557.5
"M11,D10,H2",1889,1522.5,711,577.5
"M11,D10,H3",1798,1522.5,802,577.5
"M11,D10,H4",1798,1522.5,802,577.5
"M11,D10,H5",1514.5,1245,1085.5,855
"M11,D10,H6",1641,1247.5,959,852.5
"M11,D10,H7",1509.5,1360,1090.5,740
"M11,D10,H8",1509.5,1290,1090.5,810
"M11,D10,H9",1126,1417.5,1474,682.5
"M11,D10,H10",857.5,1115,1742.5,985
"M11,D10,H11",1187.5,1115,1412.5,985
"M11,D10,H12",1187.5,1157.5,1412.5,942.5
"M11,D10,H13",871.5,1310,1728.5,790
"M11,D10,H14",718.5,1250,1881.5,850
"M11,D10,H15",685,990.5,1915,1109.5
"M11,D10,H16",685,973,1915,1127
"M11,D10,H17",555.5,1015.5,2044.5,1084.5
"M11,D10,H18",555.5,995.5,2044.5,1104.5
"M11,D10,H19",225.5,995.5,2374.5,1104.5
"M11,D10,H20",316.5,953,2283.5,1147
"M11,D10,H21",916,1078,1684,1022
"M11,D10,H22",942.5,1135.5,1657.5,964.5
"M11,D10,H23",1107.5,1282.5,1492.5,817.5
"M11,D10,H24",1107.5,1370,1492.5,730
"M11,D11,H1",1620.5,1542.5,979.5,557.5
"M11,D11,H2",1889,1522.5,711,577.5
"M11,D11,H3",1798,1522.5,802,577.5
"M11,D11,H4",1798,1522.5,802,577.5
"M11,D11,H5",1514.5,1245,1085.5,855
"M11,D11,H6",1641,1247.5,959,852.5
"M11,D11,H7",1509.5,1360,1090.5,740
"M11,D11,H8",1509.5,1290,1090.5,810
"M11,D11,H9",1126,1417.5,1474,682.5
"M11,D11,H10",857.5,1115,1742.5,985
"M11,D11,H11",1187.5,1115,1412.5,985
"M11,D11,H12",1187.5,1157.5,1412.5,942.5
"M11,D11,H13",871.5,1310,1728.5,790
"M11,D11,H14",718.5,1250,1881.5,850
"M11,D11,H15",685,990.5,1915,1109.5
"M11,D11,H16",685,973,1915,1127
"M11,D11,H17",555.5,1015.5,2044.5,1084.5
"M11,D11,H18",555.5,995.5,2044.5,1104.5
"M11,D11,H19",225.5,995.5,2374.5,1104.5
"M11,D11,H20",316.5,953,2283.5,1147
"M11,D11,H21",916,1078,1684,1022
"M11,D11,H22",942.5,1135.5,1657.5,964.5
"M11,D11,H23",1107.5,1282.5,1492.5,817.5
"M11,D11,H24",1107.5,1370,1492.5,730
"M11,D12,H1",1620.5,1542.5,979.5,557.5
"M11,D12,H2",1889,1522.5,711,577.5
"M11,D12,H3",1798,1522.5,802,577.5
"M11,D12,H4",1798,1522.5,802,577.5
"M11,D12,H5",1514.5,1245,1085.5,855
"M11,D12,H6",1641,1247.5,959,852.5
"M11,D12,H7",1509.5,1360,1090.5,740
"M11,D12,H8",1509.5,1290,1090.5,810
"M11,D12,H9",1126,1417.5,1474,682.5
"M11,D12,H10",857.5,1115,1742.5,985
"M11,D12,H11",1187.5,1115,1412.5,985
"M11,D12,H12",1187.5,1157.5,1412.5,942.5
"M11,D12,H13",871.5,1310,1728.5,790
"M11,D12,H14",718.5,1250,1881.5,850
"M11,D12,H15",685,990.5,1915,1109.5
"M11,D12,H16",685,973,1915,1127
"M11,D12,H17",555.5,1015.5,2044.5,1084.5
"M11,D12,H18",555.5,995.5,2044.5,1104.5
"M11,D12,H19",225.5,995.5,2374.5,1104.5
"M11,D12,H20",316.5,953,2283.5,1147
"M11,D12,H21",916,1078,1684,1022
"M11,D12,H22",942.5,1135.5,1657.5,964.5
"M11,D12,H23",1107.5,1282.5,1492.5,817.5
"M11,D12,H24",1107.5,1370,1492.5,730
"M11,D13,H1",1620.5,1542.5,979.5,557.5
"M11,D13,H2",1889,1522.5,711,577.5
"M11,D13,H3",1798,1522.5,802,577.5
"M11,D13,H4",1798,1522.5,802,577.5
"M11,D13,H5",1514.5,1245,1085.5,855
"M11,D13,H6",1641,1247.5,959,852.5
"M11,D13,H7",1509.5,1360,1090.5,740
"M11,D13,H8",1509.5,1290,1090.5,810
"M11,D13,H9",1126,1417.5,1474,682.5
"M11,D13,H10",857.5,1115,1742.5,985
"M11,D13,H11",1187.5,1115,1412.5,985
"M11,D13,H12",1187.5,1157.5,1412.5,942.5
"M11,D13,H13",871.5,1310,1728.5,790
"M11,D13,H14",718.5,1250,1881.5,850
"M11,D13,H15",685,990.5,1915,1109.5
"M11,D13,H16",685,973,1915,1127
"M11,D13,H17",555.5,1015.5,2044.5,1084.5
"M11,D13,H18",555.5,995.5,2044.5,1104.5
"M11,D13,H19",225.5,995.5,2374.5,1104.5
"M11,D13,H20",316.5,953,2283.5,1147
"M11,D13,H21",916,1078,1684,1022
"M11,D13,H22",942.5,1135.5,1657.5,964.5
"M11,D13,H23",1107.5,1282.5,1492.5,817.5
"M11,D13,H24",1107.5,1370,1492.5,730
"M11,D14,H1",1620.5,1542.5,979.5,557.5
"M11,D14,H2",1889,1522.5,711,577.5
"M11,D14,H3",1798,1522.5,802,577.5
"M11,D14,H4",1798,1522.5,802,577.5
"M11,D14,H5",1514.5,1245,1085.5,855
"M11,D14,H6",1641,1247.5,959,852.5
"M11,D14,H7",1509.5,1360,1090.5,740
"M11,D14,H8",1509.5,1290,1090.5,810
"M11,D14,H9",1126,1417.5,1474,682.5
"M11,D14,H10",857.5,1115,1742.5,985
"M11,D14,H11",1187.5,1115,1412.5,985
"M11,D14,H12",1187.5,1157.5,1412.5,942.5
"M11,D14,H13",871.5,1310,1728.5,790
"M11,D14,H14",718.5,1250,1881.5,850
"M11,D14,H15",685,990.5,1915,1109.5
"M11,D14,H16",685,973,1915,1127
"M11,D14,H17",555.5,1015.5,2044.5,1084.5
"M11,D14,H18",555.5,995.5,2044.5,1104.5
"M11,D14,H19",225.5,995.5,2374.5,1104.5
"M11,D14,H20",316.5,953,2283.5,1147
"M11,D14,H21",916,1078,1684,1022
"M11,D14,H22",942.5,1135.5,1657.5,964.5
"M11,D14,H23",1107.5,1282.5,1492.5,817.5
"M11,D14,H24",1107.5,1370,1492.5,730
"M11,D15,H1",1620.5,1542.5,979.5,557.5
"M11,D15,H2",1889,1522.5,711,577.5
"M11,D15,H3",1798,1522.5,802,577.5
"M11,D15,H4",1798,1522.5,802,577.5
"M11,D15,H5",1514.5,1245,1085.5,855
"M11,D15,H6",1641,1247.5,959,852.5
"M11,D15,H7",1509.5,1360,1090.5,740
"M11,D15,H8",1509.5,1290,1090.5,810
"M11,D15,H9",1126,1417.5,1474,682.5
"M11,D15,H10",857.5,1115,1742.5,985
"M11,D15,H11",1187.5,1115,1412.5,985
"M11,D15,H12",1187.5,1157.5,1412.5,942.5
"M11,D15,H13",871.5,1310,1728.5,790
"M11,D15,H14",718.5,1250,1881.5,850
"M11,D15,H15",685,990.5,1915,1109.5
"M11,D15,H16",685,973,1915,1127
"M11,D15,H17",555.5,1015.5,2044.5,1084.5
"M11,D15,H18",555.5,995.5,2044.5,1104.5
"M11,D15,H19",225.5,995.5,2374.5,1104.5
"M11,D15,H20",316.5,953,2283.5,1147
"M11,D15,H21",916,1078,1684,1022
"M11,D15,H22",942.5,1135.5,1657.5,964.5
"M11,D15,H23",1107.5,1282.5,1492.5,817.5
"M11,D15,H24",1107.5,1370,1492.5,730
"M11,D16,H1",1620.5,1542.5,979.5,557.5
"M11,D16,H2",1889,1522.5,711,577.5
"M11,D16,H3",1798,1522.5,802,577.5
"M11,D16,H4",1798,1522.5,802,577.5
"M11,D16,H5",1514.5,1245,1085.5,855
"M11,D16,H6",1641,1247.5,959,852.5
"M11,D16,H7",1509.5,1360,1090.5,740
"M11,D16,H8",1509.5,1290,1090.5,810
"M11,D16,H9",1126,1417.5,1474,682.5
"M11,D16,H10",857.5,1115,1742.5,985
"M11,D16,H11",1187.5,1115,1412.5,985
"M11,D16,H12",1187.5,1157.5,1412.5,942.5
"M11,D16,H13",871.5,1310,1728.5,790
"M11,D16,H14",718.5,1250,1881.5,850
"M11,D16,H15",685,990.5,1915,1109.5
"M11,D16,H16",685,973,1915,1127
"M11,D16,H17",555.5,1015.5,2044.5,1084.5
"M11,D16,H18",555.5,995.5,2044.5,1104.5
"M11,D16,H19",225.5,995.5,2374.5,1104.5
"M11,D16,H20",316.5,953,2283.5,1147
"M11,D16,H21",916,1078,1684,1022
"M11,D16,H22",942.5,1135.5,1657.5,964.5
"M11,D16,H23",1107.5,1282.5,1492.5,817.5
"M11,D16,H24",1107.5,1370,1492.5,730
"M11,D17,H1",1620.5,1542.5,979.5,557.5
"M11,D17,H2",1889,1522.5,711,577.5
"M11,D17,H3",1798,1522.5,802,577.5
"M11,D17,H4",1798,1522.5,802,577.5
"M11,D17,H5",1514.5,1245,1085.5,855
"M11,D17,H6",1641,1247.5,959,852.5
"M11,D17,H7",1509.5,1360,1090.5,740
"M11,D17,H8",1509.5,1290,1090.5,810
"M11,D17,H9",1126,1417.5,1474,682.5
"M11,D17,H10",857.5,1115,1742.5,985
"M11,D17,H11",1187.5,1115,1412.5,985
"M11,D17,H12",1187.5,1157.5,1412.5,942.5
"M11,D17,H13",871.5,1310,1728.5,790
"M11,D17,H14",718.5,1250,1881.5,850
"M11,D17,H15",685,990.5,1915,1109.5
"M11,D17,H16",685,973,1915,1127
"M11,D17,H17",555.5,1015.5,2044.5,1084.5
"M11,D17,H18",555.5,995.5,2044.5,1104.5
"M11,D17,H19",225.5,995.5,2374.5,1104.5
"M11,D17,H20",316.5,953,2283.5,1147
"M11,D17,H21",916,1078,1684,1022
"M11,D17,H22",942.5,1135.5,1657.5,964.5
"M11,D17,H23",1107.5,1282.5,1492.5,817.5
"M11,D17,H24",1107.5,1370,1492.5,730
"M11,D18,H1",1620.5,1542.5,979.5,557.5
"M11,D18,H2",1889,1522.5,711,577.5
"M11,D18,H3",1798,1522.5,802,577.5
"M11,D18,H4",1798,1522.5,802,577.5
"M11,D18,H5",1514.5,1245,1085.5,855
"M11,D18,H6",1641,1247.5,959,852.5
"M11,D18,H7",1509.5,1360,1090.5,740
"M11,D18,H8",1509.5,1290,1090.5,810
"M11,D18,H9",1126,1417.5,1474,682.5
"M11,D18,H10",857.5,1115,1742.5,985
"M11,D18,H11",1187.5,1115,1412.5,985
"M11,D18,H12",1187.5,1157.5,1412.5,942.5
"M11,D18,H13",871.5,1310,1728.5,790
"M11,D18,H14",718.5,1250,1881.5,850
"M11,D18,H15",685,990.5,1915,1109.5
"M11,D18,H16",685,973,1915,1127
"M11,D18,H17",555.5,1015.5,2044.5,1084.5
"M11,D18,H18",555.5,995.5,2044.5,1104.5
"M11,D18,H19",225.5,995.5,2374.5,1104.5
"M11,D18,H20",316.5,953,2283.5,1147
"M11,D18,H21",916,1078,1684,1022
"M11,D18,H22",942.5,1135.5,1657.5,964.5
"M11,D18,H23",1107.5,1282.5,1492.5,817.5
"M11,D18,H24",1107.5,1370,1492.5,730
"M11,D19,H1",1620.5,1542.5,979.5,557.5
"M11,D19,H2",1889,1522.5,711,577.5
"M11,D19,H3",1798,1522.5,802,577.5
"M11,D19,H4",1798,1522.5,802,577.5
"M11,D19,H5",1514.5,1245,1085.5,855
"M11,D19,H6",1641,1247.5,959,852.5
"M11,D19,H7",1509.5,1360,1090.5,740
"M11,D19,H8",1509.5,1290,1090.5,810
"M11,D19,H9",1126,1417.5,1474,682.5
"M11,D19,H10",857.5,1115,1742.5,985
"M11,D19,H11",1187.5,1115,1412.5,985
"M11,D19,H12",1187.5,1157.5,1412.5,942.5
"M11,D19,H13",871.5,1310,1728.5,790
"M11,D19,H14",718.5,1250,1881.5,850
"M11,D19,H15",685,990.5,1915,1109.5
"M11,D19,H16",685,973,1915,1127
"M11,D19,H17",555.5,1015.5,2044.5,1084.5
"M11,D19,H18",555.5,995.5,2044.5,1104.5
"M11,D19,H19",225.5,995.5,2374.5,1104.5
"M11,D19,H20",316.5,953,2283.5,1147
"M11,D19,H21",916,1078,1684,1022
"M11,D19,H22",942.5,1135.5,1657.5,964.5
"M11,D19,H23",1107.5,1282.5,1492.5,817.5
"M11,D19,H24",1107.5,1370,1492.5,730
"M11,D20,H1",1620.5,1542.5,979.5,557.5
"M11,D20,H2",1889,1522.5,711,577.5
"M11,D20,H3",1798,1522.5,802,577.5
"M11,D20,H4",1798,1522.5,802,577.5
"M11,D20,H5",1514.5,1245,1085.5,855
"M11,D20,H6",1641,1247.5,959,852.5
"M11,D20,H7",1509.5,1360,1090.5,740
"M11,D20,H8",1509.5,1290,1090.5,810
"M11,D20,H9",1126,1417.5,1474,682.5
"M11,D20,H10",857.5,1115,1742.5,985
"M11,D20,H11",1187.5,1115,1412.5,985
"M11,D20,H12",1187.5,1157.5,1412.5,942.5
"M11,D20,H13",871.5,1310,1728.5,790
"M11,D20,H14",718.5,1250,1881.5,850
"M11,D20,H15",685,990.5,1915,1109.5
"M11,D20,H16",685,973,1915,1127
"M11,D20,H17",555.5,1015.5,2044.5,1084.5
"M11,D20,H18",555.5,995.5,2044.5,1104.5
"M11,D20,H19",225.5,995.5,2374.5,1104.5
