Pattern,Purchaser_PGVCL,Purchaser_UGVCL,DSMGEN_PGVCL,DSMGEN_UGVCL
"M4,D2,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D2,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D2,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D2,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D2,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D2,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D2,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D2,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D2,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D2,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D3,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D3,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D3,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D3,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D3,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D3,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D3,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D3,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D3,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D3,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D3,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D3,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D3,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D3,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D3,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D3,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D3,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D3,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D3,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D3,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D3,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D3,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D3,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D3,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D4,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D4,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D4,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D4,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D4,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D4,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D4,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D4,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D4,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D4,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D4,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D4,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D4,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D4,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D4,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D4,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D4,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D4,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D4,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D4,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D4,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D4,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D4,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D4,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D5,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D5,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D5,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D5,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D5,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D5,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D5,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D5,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D5,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D5,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D5,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D5,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D5,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D5,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D5,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D5,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D5,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D5,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D5,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D5,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D5,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D5,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D5,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D5,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D6,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D6,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D6,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D6,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D6,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D6,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D6,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D6,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D6,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D6,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D6,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D6,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D6,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D6,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D6,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D6,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D6,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D6,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D6,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D6,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D6,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D6,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D6,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D6,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D7,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D7,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D7,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D7,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D7,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D7,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D7,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D7,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D7,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D7,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D7,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D7,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D7,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D7,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D7,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D7,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D7,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D7,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D7,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D7,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D7,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D7,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D7,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D7,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D8,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D8,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D8,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D8,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D8,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D8,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D8,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D8,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D8,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D8,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D8,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D8,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D8,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D8,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D8,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D8,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D8,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D8,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D8,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D8,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D8,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D8,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D8,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D8,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D9,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D9,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D9,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D9,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D9,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D9,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D9,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D9,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D9,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D9,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D9,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D9,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D9,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D9,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D9,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D9,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D9,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D9,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D9,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D9,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D9,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D9,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D9,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D9,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D10,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D10,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D10,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D10,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D10,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D10,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D10,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D10,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D10,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D10,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D10,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D10,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D10,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D10,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D10,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D10,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D10,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D10,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D10,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D10,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D10,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D10,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D10,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D10,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D11,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D11,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D11,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D11,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D11,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D11,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D11,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D11,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D11,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D11,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D11,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D11,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D11,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D11,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D11,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D11,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D11,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D11,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D11,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D11,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D11,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D11,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D11,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D11,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D12,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D12,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D12,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D12,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D12,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D12,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D12,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D12,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D12,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D12,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D12,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D12,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D12,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D12,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D12,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D12,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D12,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D12,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D12,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D12,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D12,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D12,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D12,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D12,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D13,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D13,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
"M4,D13,H3",580.5520526804044,569.6311518853713,2019.4479473195956,1530.3688481146287
"M4,D13,H4",1172.098192224377,1150.049578288347,1427.901807775623,949.950421711653
"M4,D13,H5",528.6135003932345,518.6696278842044,2071.3864996067655,1581.3303721157956
"M4,D13,H6",912.2642667388434,895.1034497028678,1687.7357332611566,1204.8965502971323
"M4,D13,H7",1072.3191844526918,1052.1475368287613,1527.6808155473082,1047.8524631712387
"M4,D13,H8",1636.5080791189073,1605.7233419023005,963.4919208810927,494.2766580976995
"M4,D13,H9",2832.5591616972156,2779.2752271074837,-232.5591616972156,-679.2752271074837
"M4,D13,H10",2282.846303017129,2239.9031459126913,317.1536969828712,-139.90314591269134
"M4,D13,H11",2597.4850981725463,2548.6231969136506,2.514901827453741,-448.62319691365065
"M4,D13,H12",2416.32200209678,2370.868002318604,183.67799790321988,-270.8680023186039
"M4,D13,H13",2824.0862660852845,2770.9617171216946,-224.08626608528448,-670.9617171216946
"M4,D13,H14",2777.952870446658,2725.6961476061197,-177.95287044665793,-625.6961476061197
"M4,D13,H15",2372.49369993974,2327.8641646306187,227.50630006025995,-227.8641646306187
"M4,D13,H16",2682.1474744199704,2631.6929693492357,-82.14747441997042,-531.6929693492357
"M4,D13,H17",2292.571239430131,2249.445144266455,307.42876056986916,-149.44514426645492
"M4,D13,H18",2246.0641491625497,2203.812909779218,353.9358508374503,-103.81290977921799
"M4,D13,H19",1951.960737163786,1915.2419460270667,648.039262836214,184.75805397293334
"M4,D13,H20",921.4083249875612,904.0754969277037,1678.5916750124388,1195.9245030722964
"M4,D13,H21",421.4240216453156,413.4965155555801,2178.5759783546846,1686.5034844444199
"M4,D13,H22",755.2670142017217,741.0595092970779,1844.7329857982782,1358.940490702922
"M4,D13,H23",578.9508212788064,568.0600416231372,2021.0491787211936,1531.9399583768627
"M4,D13,H24",1037.6385836460836,1018.1193209360854,1562.3614163539164,1081.8806790639146
"M4,D14,H1",909.9267578987764,892.8099122897073,1690.0732421012235,1207.1900877102926
"M4,D14,H2",471.5401991014852,462.6699458460164,2128.459800898515,1637.3300541539836
