Pattern,Solar_PV_Pump,Solar_PV_Buildings_DGVCL,Solar_PV_Buildings_Kachchh,Solar_PV_Buildings_MGVCL,Solar_PV_Pumps_PGVCL,Solar_PV_Buildings_UGVCL,Solar_PV_Utility_DGVCL,Solar_PV_Utility_Kachchh,Solar_PV_Utility_MGVCL,Solar_PV_Utility_PGVCL,Solar_PV_Utility_UGVCL,Wind_Offshore_Ahmedabad,Wind_Offshore_DGVCL,Wind_Offshore_Kachchh,Wind_Offshore_MGVCL,Wind_Offshore_PGVCL,Wind_Offshore_Surat,Wind_Offshore_UGVCL,Wind_Onshore_Ahmedabad,Wind_Onshore_DGVCL,Wind_Onshore_Kachchh,Wind_Onshore_MGVCL,Wind_Onshore_PGVCL,Wind_Onshore_Surat,Wind_Onshore_UGVCL
"M4,D1,H1",0,0,0,0,0,0,0,0,0,0,0,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246
"M4,D1,H2",0,0,0,0,0,0,0,0,0,0,0,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296
"M4,D1,H3",0,0,0,0,0,0,0,0,0,0,0,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459
"M4,D1,H4",0,0,0,0,0,0,0,0,0,0,0,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719
"M4,D1,H5",0,0,0,0,0,0,0,0,0,0,0,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022
"M4,D1,H6",0,0,0,0,0,0,0,0,0,0,0,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866
"M4,D1,H7",0.0455805,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178
"M4,D1,H8",0.182563411,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673
"M4,D1,H9",0.357918331,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733
"M4,D1,H10",0.512130959,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984
"M4,D1,H11",0.629632668,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732
"M4,D1,H12",0.699847635,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892
"M4,D1,H13",0.716425077,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567
"M4,D1,H14",0.683782695,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954
"M4,D1,H15",0.612100198,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878
"M4,D1,H16",0.506002339,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199
"M4,D1,H17",0.40708149,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364
"M4,D1,H18",0.266846555,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639
"M4,D1,H19",0.082430293,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658
"M4,D1,H20",0,0,0,0,0,0,0,0,0,0,0,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176
"M4,D1,H21",0,0,0,0,0,0,0,0,0,0,0,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627
"M4,D1,H22",0,0,0,0,0,0,0,0,0,0,0,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533
"M4,D1,H23",0,0,0,0,0,0,0,0,0,0,0,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008
"M4,D1,H24",0,0,0,0,0,0,0,0,0,0,0,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659
"M4,D2,H1",0,0,0,0,0,0,0,0,0,0,0,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246
"M4,D2,H2",0,0,0,0,0,0,0,0,0,0,0,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296
"M4,D2,H3",0,0,0,0,0,0,0,0,0,0,0,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459
"M4,D2,H4",0,0,0,0,0,0,0,0,0,0,0,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719
"M4,D2,H5",0,0,0,0,0,0,0,0,0,0,0,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022
"M4,D2,H6",0,0,0,0,0,0,0,0,0,0,0,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866
"M4,D2,H7",0.0455805,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178
"M4,D2,H8",0.182563411,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673
"M4,D2,H9",0.357918331,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733
"M4,D2,H10",0.512130959,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984
"M4,D2,H11",0.629632668,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732
"M4,D2,H12",0.699847635,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892
"M4,D2,H13",0.716425077,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567
"M4,D2,H14",0.683782695,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954
"M4,D2,H15",0.612100198,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878
"M4,D2,H16",0.506002339,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199
"M4,D2,H17",0.40708149,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364
"M4,D2,H18",0.266846555,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639
"M4,D2,H19",0.082430293,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658
"M4,D2,H20",0,0,0,0,0,0,0,0,0,0,0,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176
"M4,D2,H21",0,0,0,0,0,0,0,0,0,0,0,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627
"M4,D2,H22",0,0,0,0,0,0,0,0,0,0,0,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533
"M4,D2,H23",0,0,0,0,0,0,0,0,0,0,0,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008
"M4,D2,H24",0,0,0,0,0,0,0,0,0,0,0,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659
"M4,D3,H1",0,0,0,0,0,0,0,0,0,0,0,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246
"M4,D3,H2",0,0,0,0,0,0,0,0,0,0,0,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296
"M4,D3,H3",0,0,0,0,0,0,0,0,0,0,0,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459
"M4,D3,H4",0,0,0,0,0,0,0,0,0,0,0,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719
"M4,D3,H5",0,0,0,0,0,0,0,0,0,0,0,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022
"M4,D3,H6",0,0,0,0,0,0,0,0,0,0,0,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866
"M4,D3,H7",0.0455805,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178
"M4,D3,H8",0.182563411,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673
"M4,D3,H9",0.357918331,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733
"M4,D3,H10",0.512130959,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984
"M4,D3,H11",0.629632668,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732
"M4,D3,H12",0.699847635,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892
"M4,D3,H13",0.716425077,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567
"M4,D3,H14",0.683782695,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954
"M4,D3,H15",0.612100198,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878
"M4,D3,H16",0.506002339,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199
"M4,D3,H17",0.40708149,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364
"M4,D3,H18",0.266846555,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639
"M4,D3,H19",0.082430293,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658
"M4,D3,H20",0,0,0,0,0,0,0,0,0,0,0,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176
"M4,D3,H21",0,0,0,0,0,0,0,0,0,0,0,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627
"M4,D3,H22",0,0,0,0,0,0,0,0,0,0,0,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533
"M4,D3,H23",0,0,0,0,0,0,0,0,0,0,0,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008
"M4,D3,H24",0,0,0,0,0,0,0,0,0,0,0,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659
"M4,D4,H1",0,0,0,0,0,0,0,0,0,0,0,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246
"M4,D4,H2",0,0,0,0,0,0,0,0,0,0,0,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296,18.88321296
"M4,D4,H3",0,0,0,0,0,0,0,0,0,0,0,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459,18.42522459
"M4,D4,H4",0,0,0,0,0,0,0,0,0,0,0,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719,17.7734719
"M4,D4,H5",0,0,0,0,0,0,0,0,0,0,0,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022,16.83988022
"M4,D4,H6",0,0,0,0,0,0,0,0,0,0,0,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866,15.87105866
"M4,D4,H7",0.0455805,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,4.558050009,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178,14.99031178
"M4,D4,H8",0.182563411,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,18.25634107,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673,12.18953673
"M4,D4,H9",0.357918331,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,35.79183307,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733,9.089307733
"M4,D4,H10",0.512130959,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,51.21309588,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984,8.737008984
"M4,D4,H11",0.629632668,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,62.96326676,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732,9.371146732
"M4,D4,H12",0.699847635,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,69.98476346,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892,10.16381892
"M4,D4,H13",0.716425077,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,71.64250766,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567,11.07979567
"M4,D4,H14",0.683782695,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,68.37826945,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954,12.80605954
"M4,D4,H15",0.612100198,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,61.21001981,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878,15.83582878
"M4,D4,H16",0.506002339,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,50.60023385,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199,19.86084199
"M4,D4,H17",0.40708149,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,40.70814895,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364,22.91703364
"M4,D4,H18",0.266846555,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,26.68465552,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639,24.96036639
"M4,D4,H19",0.082430293,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,8.24302932,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658,26.31671658
"M4,D4,H20",0,0,0,0,0,0,0,0,0,0,0,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176,26.26387176
"M4,D4,H21",0,0,0,0,0,0,0,0,0,0,0,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627,24.99559627
"M4,D4,H22",0,0,0,0,0,0,0,0,0,0,0,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533,23.85062533
"M4,D4,H23",0,0,0,0,0,0,0,0,0,0,0,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008,22.51189008
"M4,D4,H24",0,0,0,0,0,0,0,0,0,0,0,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659,20.67993659
"M4,D5,H1",0,0,0,0,0,0,0,0,0,0,0,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246,19.02413246
